app_id,review_id,author_steamid,author_num_reviews,playtime_forever_min,playtime_last_2weeks_min,language,review,date_created,date_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
570,227493069,76561199057947043,1,141836,1867,russian,"Прочитал описание игры, понял, что наша маленькая инди-компания и тут решила н@eб@ть нас. Нет никаких регулярных обновлений. А те что есть настолько плохи, что ваще не советую играть. А так да, игру рекомендую",2026-06-08 15:11:30,2026-06-08 15:11:30,True,0,0,0.5,0,True,False,False
570,227493020,76561198946765453,1,460654,75,english,bestie,2026-06-08 15:10:37,2026-06-08 15:10:37,True,0,0,0.5,0,True,False,False
570,227492917,76561199031266045,2,119,1,schinese,dead game,2026-06-08 15:09:13,2026-06-08 15:09:13,False,0,0,0.5,0,True,False,False
570,227492835,76561198788556511,1,1948,435,russian, VUIIJHG9YUIGUIY,2026-06-08 15:08:07,2026-06-08 15:08:07,True,0,0,0.5,0,True,False,False
570,227492741,76561199568281226,3,654,434,russian,".
",2026-06-08 15:06:54,2026-06-08 15:06:54,True,0,0,0.5,0,True,False,False
570,227492573,76561198807041942,3,54852,0,english,игра на пару часиков,2026-06-08 15:04:20,2026-06-08 15:04:20,True,0,0,0.5,0,True,False,False
570,227492373,76561199811754717,2,1449,752,russian,♥♥♥♥♥ игра,2026-06-08 15:01:35,2026-06-08 15:01:35,True,0,0,0.5,0,True,False,False
570,227492226,76561199829577843,2,4751,3724,russian,еще посидим еще посидим,2026-06-08 14:59:38,2026-06-08 14:59:38,True,0,0,0.5,0,True,False,False
570,227492132,76561199444680236,1,18707,4,russian,Потраченное время жаль,2026-06-08 14:58:16,2026-06-08 14:58:16,True,0,0,0.5,0,True,False,False
570,227492094,76561198997083287,2,292788,714,english,"my life
",2026-06-08 14:57:35,2026-06-08 14:57:35,True,0,0,0.5,0,True,False,False
570,227491996,76561198828891585,1,118589,1090,english,"want to turn your life upside down? come, play!",2026-06-08 14:56:06,2026-06-08 14:56:06,True,0,0,0.5,0,True,False,False
570,227491953,76561198775203143,1,13408,481,russian,♥♥♥♥♥ не советую.,2026-06-08 14:55:23,2026-06-08 14:55:23,True,0,0,0.5,0,True,False,False
570,227491936,76561198098747322,8,429321,195,schinese,1,2026-06-08 14:55:09,2026-06-08 14:55:09,True,0,0,0.5,0,True,False,False
570,227491831,76561199777000180,1,9244,2843,russian,люблю инессу:steamhappy:,2026-06-08 14:53:38,2026-06-08 14:53:38,True,0,0,0.5,0,True,False,False
570,227491672,76561198063934218,1,124062,142,russian,Столько времени можно было бы потратить на полезные увлечения,2026-06-08 14:51:23,2026-06-08 14:51:23,False,0,0,0.5,0,True,False,False
570,227491445,76561198192633855,2,11830,46,russian,"Хуетень, токо зашел а уже появилось 4 папы!",2026-06-08 14:47:46,2026-06-08 14:47:46,True,0,0,0.5,0,True,False,False
570,227491426,76561198130924230,2,556914,2051,russian,Rhenfz buhf,2026-06-08 14:47:32,2026-06-08 14:47:32,True,0,0,0.5,0,True,False,False
570,227491409,76561198721404639,2,321,221,russian,"много геев,+ респект",2026-06-08 14:47:22,2026-06-08 14:47:22,True,0,0,0.5,0,True,False,False
570,227491002,76561198329195615,2,271489,610,russian,Игра полная ♥♥♥♥♥ не рекомендую даже пробовать,2026-06-08 14:41:03,2026-06-08 14:41:03,True,0,0,0.5,0,True,False,False
570,227490992,76561199388172969,1,84678,3757,russian,igra dla daynov,2026-06-08 14:40:58,2026-06-08 14:40:58,False,1,0,0.523809552192687988,0,True,False,False
570,227490976,76561199225787035,3,14627,52,russian,нет,2026-06-08 14:40:41,2026-06-08 14:40:41,True,1,0,0.523809552192687988,0,True,False,False
570,227490810,76561199168826060,1,17707,1398,russian,какашка,2026-06-08 14:38:36,2026-06-08 14:38:36,False,0,0,0.5,0,True,False,False
570,227490621,76561199461831211,2,60097,1135,ukrainian,онет ода,2026-06-08 14:35:41,2026-06-08 14:35:41,True,0,0,0.5,0,True,False,False
570,227490594,76561199514132894,8,722,0,russian,67,2026-06-08 14:35:12,2026-06-08 14:35:12,True,0,0,0.5,0,True,False,False
570,227490356,76561199839095834,1,296,1,russian,♥♥♥♥♥,2026-06-08 14:31:43,2026-06-08 14:31:43,False,0,0,0.5,0,True,False,False
570,227490350,76561199820434880,1,13696,127,russian,Кусок дерьма а не игра,2026-06-08 14:31:39,2026-06-08 14:31:39,False,0,0,0.5,0,True,False,False
570,227490200,76561198784065697,3,935,855,russian,faaw,2026-06-08 14:29:35,2026-06-08 14:29:35,True,0,0,0.5,0,True,False,False
570,227490104,76561199138424019,1,14332,430,russian,.,2026-06-08 14:28:01,2026-06-08 14:28:01,True,0,0,0.5,0,True,False,False
570,227490038,76561199243098189,2,15859,3076,russian,"топ
",2026-06-08 14:26:47,2026-06-08 14:26:47,True,0,0,0.5,0,True,False,False
570,227489883,76561199469688139,3,55794,1760,russian,говно,2026-06-08 14:24:35,2026-06-08 14:24:35,True,0,0,0.5,0,True,False,False
570,227489818,76561199867207564,1,104417,1964,russian,jl,2026-06-08 14:23:25,2026-06-08 14:23:25,True,0,0,0.5,0,True,False,False
570,227489733,76561198144025904,1,413434,7705,russian,"Очень тупая система чата, блокирует из-за нытиков, а когда действительно дурлочки. молчат, не рекомендую",2026-06-08 14:22:13,2026-06-08 14:22:13,False,0,0,0.5,0,True,False,False
570,227489671,76561198722299883,1,568,343,russian,Вайб кайф,2026-06-08 14:21:17,2026-06-08 14:21:17,True,0,0,0.5,0,True,False,False
570,227489563,76561199469551728,1,176804,5721,russian,"Здорова! Здесь ты познакомишься с разного типа играками, быстро смекнёшь с кем можно что то выстроить, какую - то игру, а с кем то кроме обсёра ничего другого и получишь, важно что бы до тебя не долетало, в тебе в ответ не генерировалось, каждый раз когда ты будешь заигрываться будет тебя искушать накидать непристойностей в ответ. Есть два типа нытиков, которые своим нытьём проявляют обеспокоенность сложившихся в игре обстоятельств, если с одними кромы нытья ничего не услышишь, с другими можно обсудить какие варианты, как действовать дальше, мозговой штурм так сказать. С теми кто сдался - шансов выиграть мало, с теми кто предпринимает попытки - есть шансы. Всем GL HF",2026-06-08 14:19:49,2026-06-08 14:19:49,True,0,0,0.5,0,True,False,False
570,227488964,76561198867946970,4,71696,51,russian,мее,2026-06-08 14:10:06,2026-06-08 14:10:06,False,0,0,0.5,0,True,False,False
570,227488682,76561199470153836,10,43248,2573,russian,"Когда начинаешь играть в Доту, то перестаешь задавать себе вопрос «Брать в рот или нет?», вместо этого ты задаешь себе вопрос «Где и во сколько?» (с) Гейб Ньюэлл",2026-06-08 14:05:30,2026-06-08 14:05:30,True,0,0,0.5,0,True,False,False
570,227488532,76561199546083990,2,76095,2709,russian,игра хуеты,2026-06-08 14:03:05,2026-06-08 14:03:05,False,0,0,0.5,0,True,False,False
570,227488504,76561198768013194,1,2783,2396,russian,хз не играл,2026-06-08 14:02:42,2026-06-08 14:02:42,False,0,0,0.5,0,True,False,False
570,227488449,76561199467008500,1,171590,1770,russian,♥♥♥♥♥,2026-06-08 14:01:46,2026-06-08 14:01:46,True,0,0,0.5,0,True,False,False
570,227488430,76561199888514430,2,348,64,english,♥♥♥♥♥♥ ass game,2026-06-08 14:01:32,2026-06-08 14:01:32,False,1,0,0.5,0,True,False,False
570,227488377,76561199038734084,3,98162,995,russian,"♥♥♥♥♥
",2026-06-08 14:00:43,2026-06-08 14:00:43,False,0,0,0.5,0,True,False,False
570,227488266,76561198039907854,4,207150,743,english,"10+ years of playing and this game still holds all my memories. Whenever I come back, the nostalgia always hits me.",2026-06-08 13:59:01,2026-06-08 13:59:01,True,0,0,0.5,0,True,False,False
570,227487971,76561199820701472,1,74894,6599,russian,"если так подумать, то вы становитесь конченным далбаебом, который будет как депрессивный маленький мальчик-гуль. всем 1000-7, удачки))))))))))))))))))))))))))))))",2026-06-08 13:54:33,2026-06-08 13:54:33,False,0,0,0.5,0,True,False,False
570,227487797,76561199226243549,5,4831,1713,russian,тут нельзя ходить на WSDA значит это полная ♥♥♥♥♥,2026-06-08 13:51:31,2026-06-08 13:51:31,True,0,0,0.5,0,True,False,False
570,227487409,76561198730383932,1,1857,1855,russian,....,2026-06-08 13:44:36,2026-06-08 13:44:36,True,0,0,0.5,0,True,False,False
570,227487358,76561199794806828,6,503,73,ukrainian,игра ♥♥♥♥♥ витя пидорас ♥♥♥♥♥♥,2026-06-08 13:43:41,2026-06-08 13:43:41,False,0,0,0.5,0,True,False,False
570,227487231,76561199869819087,2,47530,2735,russian,♥♥♥♥♥ ♥♥♥♥♥♥ 10/10,2026-06-08 13:41:46,2026-06-08 13:41:46,True,0,0,0.5,0,True,False,False
570,227487036,76561199731115222,1,50484,3133,russian,Тимы ♥♥♥♥♥♥♥♥,2026-06-08 13:38:00,2026-06-08 13:38:00,True,1,0,0.523809552192687988,0,True,False,False
570,227487010,76561198703315397,1,55,0,russian,игра не сложная и очень интересная,2026-06-08 13:37:42,2026-06-08 13:37:42,True,0,0,0.5,0,True,False,False
570,227486419,76561199883102132,1,4009,1292,russian,мать одна а дота 2,2026-06-08 13:27:20,2026-06-08 13:27:20,True,0,0,0.5,0,True,False,False
570,227486368,76561199801993118,1,76516,2392,russian,залупа,2026-06-08 13:26:14,2026-06-08 13:26:14,False,0,0,0.5,0,True,False,False
570,227486342,76561198725414186,1,9756,1596,russian,Дотэбайо,2026-06-08 13:25:46,2026-06-08 13:25:46,True,0,0,0.5,0,True,False,False
570,227486307,76561198843684310,2,74005,2956,russian,"Удалите квортеро, не позорьтесь",2026-06-08 13:25:14,2026-06-08 13:25:14,False,0,0,0.5,0,True,False,False
570,227486162,76561198709300498,1,15268,5972,russian,"♥♥♥♥♥ где дают -1к поряды за рандомную ♥♥♥♥♥,дают лп за то что ты фармишь когда у тебя тима сыграла в 4 12, когда в таверне вся твоя тима и ты фармишь потому-что ты не сможешь убыть вражескую тиму в соло = лп,когда ты кидаешь репы другим а получаешь пизды ты, но в эту ♥♥♥♥♥ играть не могу перестать, не советую скачивать",2026-06-08 13:22:57,2026-06-08 13:22:57,False,0,0,0.5,0,True,False,False
570,227486081,76561199826469027,1,60185,6394,russian,да,2026-06-08 13:21:40,2026-06-08 13:21:40,True,1,0,0.523809552192687988,0,True,False,False
570,227486065,76561199400456567,3,276,34,russian,"♥♥♥♥♥ братья
",2026-06-08 13:21:20,2026-06-08 13:21:20,False,0,0,0.5,0,True,False,False
570,227486042,76561198393295943,6,75232,4286,russian,Лизал ♥♥♥♥♥ 26.05.2026 DD.MM.YYYY,2026-06-08 13:20:56,2026-06-08 13:20:56,True,0,0,0.5,0,True,False,False
570,227485925,76561198793621805,3,377,242,russian,"говно, советую",2026-06-08 13:18:46,2026-06-08 13:18:46,True,0,0,0.5,0,True,False,False
570,227485816,76561198032144291,11,224358,3,russian,"Не рекомендую. Берегите себя, идите на работу.",2026-06-08 13:16:42,2026-06-08 13:16:42,False,0,0,0.5,0,True,False,False
570,227485751,76561198726323758,1,347,130,russian,"Давайте проведем звуково-буквенный анализ вашего предложения.

Ваше предложение состоит из нескольких частей:

""какая-то ♥♥♥♥♥ но мне нравится"" - это сочетание выражает личное мнение и эмоциональную реакцию.

""какая-то"" — неопределенное местоимение, указывающее на нечто неясное.
""♥♥♥♥♥"" — неформальное, грубое слово, характеризующее что-то неважное или неразумное.
""но"" — союз, который связывает два противоположных утверждения.
""мне"" — указание на личные предпочтения.
""нравится"" — выражение положительной оценки.
""фембои пропали"" - информация о каком-то изменении в культуре или сообществе.

""фембои"" — термин, обозначающий мужчин, которые выражают себя в характерном для женщин стиле.
""пропали"" — глагол, который отмечает исчезновение или отсутствие.
""папы появились"" - утверждение о том, что нечто новое появилось на месте исчезнувшего.

""папы"" — возможно, это отсылка к мужчине или отцам в контексте, который может подразумевать более традиционную или другую роль.
""появились"" — указывает на появление нового явления или группы.
В целом ваше предложение может быть интерпретировано как обсуждение изменений в социокультурной среде, затрагивающее вопросы идентичности и выражения. Если вас интересует более глубокий анализ, дайте знать!",2026-06-08 13:15:30,2026-06-08 13:15:30,True,0,0,0.5,0,True,False,False
570,227485695,76561199310196804,2,1329,259,russian,Залупа ♥♥♥♥♥♥ а не игра ♥♥♥♥♥,2026-06-08 13:14:41,2026-06-08 13:14:41,False,0,0,0.5,0,True,False,False
570,227485646,76561198882141097,2,94507,0,russian,"poip
",2026-06-08 13:13:53,2026-06-08 13:13:53,True,0,0,0.5,0,True,False,False
570,227485006,76561199772983317,1,57301,1818,russian,не нашел себе парня,2026-06-08 13:02:28,2026-06-08 13:02:28,False,0,0,0.5,0,True,False,False
570,227484801,76561199814806091,2,59379,642,russian,"лааня имба
",2026-06-08 12:58:43,2026-06-08 12:58:43,True,0,0,0.5,0,True,False,False
570,227484787,76561199374855423,13,35762,3479,russian,"дота это как ЗППП - достаточно один раз расслабиться и дать другу уговорить себя на одну игру, и ты уже заразен. Дальше ты сам начинаешь тянуться к тем, кто ещё чист, и передаёшь им этот вирус. Чемто похоже на паровозик, только ты всегда в середине... 7 моих пьяных отцов из 10 👍",2026-06-08 12:58:15,2026-06-08 12:58:15,True,0,0,0.5,0,True,False,False
570,227484733,76561198173914610,1,902022,1304,english,hands down most addictive game ive ever played IN A BAD WAY,2026-06-08 12:57:03,2026-06-08 12:57:03,False,1,0,0.5,0,True,False,False
570,227484593,76561199710822896,1,15779,2123,russian,хуууууууууууй,2026-06-08 12:54:39,2026-06-08 12:54:39,True,0,0,0.5,0,True,False,False
570,227484529,76561199384607852,1,60867,5271,russian,67ТирПудж Любить играть Дота,2026-06-08 12:53:17,2026-06-08 12:53:17,True,0,0,0.5,0,True,False,False
570,227484414,76561199832943682,1,5043,2473,russian,"...
",2026-06-08 12:51:28,2026-06-08 12:51:28,True,0,0,0.5,0,True,False,False
570,227484399,76561198705540615,1,5344,3334,english,yes,2026-06-08 12:51:08,2026-06-08 12:51:08,True,0,0,0.5,0,True,False,False
570,227484387,76561198769553307,5,33,0,brazilian,🐊🙃😫😂🤗🙃,2026-06-08 12:50:57,2026-06-08 12:50:57,False,0,0,0.5,0,True,False,False
570,227483797,76561199755122968,14,560,7,russian,закрой еало не заикайся,2026-06-08 12:39:25,2026-06-08 12:39:25,True,0,0,0.5,0,True,False,False
570,227483619,76561199343971782,8,2070,1989,russian,♥♥♥,2026-06-08 12:36:08,2026-06-08 12:36:08,True,0,0,0.5,0,True,False,False
570,227483571,76561199593309502,1,72554,2753,russian,гг,2026-06-08 12:35:03,2026-06-08 12:35:03,True,0,0,0.5,0,True,False,False
570,227483151,76561199527561942,1,47259,1450,russian,"это такая помойка ,что я не могу перестать в нее играть",2026-06-08 12:27:50,2026-06-08 12:27:50,True,0,0,0.5,0,True,False,False
570,227483072,76561199834731736,10,69299,2080,russian,"Эта игра высасывает из меня душу и остатки человеческого ,я ставлю жетоны спецом на пятёрку просто потому что люблю дазла ,шамана и леона ,но когда мой кери фидонит после моих слов о том ,что я иду на отвод, просто не хочется жить. Я искренне надеюсь что ты ,гандон на траксе это прочитаешь. Ну а так игра прикольная ,но играть я в это не советую. Эта игра действует как наркотики или ваша бывшая. По началу вроде ничего плохого тебе нравится ,но потом ты фармиш лес на аппарате просто на автопилоте после того как твой ам сломал шмотки пошёл по миду. И в такие моменты думаешь, смотря на падующий трон ""а для чего я в это играю?"" .А ответа на данный вопрос ты не услышишь из-за того ,что ты сидел в лп и там нет команды. Каждый сам за себя 
Первые 1к часов ты думаешь что дебилов в команде 4, но потом приходит осознание ,что дебилов 5


ОСТАВЬ НАДЕЖДУ ВСЯК ТУДА ВХОДЯЩИЙ",2026-06-08 12:26:31,2026-06-08 12:26:31,True,0,0,0.5,0,True,False,False
570,227482907,76561198071655973,8,53409,0,russian,хук 500 метров белке в глаз,2026-06-08 12:23:27,2026-06-08 12:23:27,True,0,0,0.5,0,True,False,False
570,227482889,76561198703811550,1,6251,4233,russian,"похоже на фурридом
",2026-06-08 12:23:08,2026-06-08 12:23:08,True,0,0,0.5,0,True,False,False
570,227482794,76561198755530885,2,554,67,russian,[eqyy bufnh,2026-06-08 12:21:09,2026-06-08 12:21:09,False,0,0,0.5,0,True,False,False
570,227482481,76561199080882714,3,108937,1465,russian,не играйте в это,2026-06-08 12:15:01,2026-06-08 12:15:01,False,0,0,0.5,0,True,False,False
570,227482405,76561198849178059,5,1535,1179,russian,"♥♥♥♥♥, мне понравилось",2026-06-08 12:13:35,2026-06-08 12:13:35,True,0,0,0.5,0,True,False,False
570,227482282,76561199644297182,2,3111,2937,russian,12 танго на лайф стилере я купил,2026-06-08 12:11:10,2026-06-08 12:11:10,True,1,0,0.523809552192687988,1,True,False,False
570,227482275,76561199650484309,1,56741,0,russian,не понравилась,2026-06-08 12:11:01,2026-06-08 12:11:01,True,0,0,0.5,0,True,False,False
570,227481717,76561198273111084,1,557,358,russian,♥♥♥♥♥♥,2026-06-08 12:05:19,2026-06-08 12:05:19,True,0,0,0.5,0,True,False,False
570,227481570,76561199127781100,1,1260,1133,russian,"пока что полный рот хуев, мне нравится",2026-06-08 12:02:52,2026-06-08 12:02:52,False,0,0,0.5,2,True,False,False
570,227481533,76561199477240452,10,72033,431,russian,♥♥♥♥♥ ♥♥♥♥♥♥,2026-06-08 12:02:00,2026-06-08 12:02:00,False,0,0,0.5,0,True,False,False
570,227481501,76561198289998113,1,211287,0,russian,Я дебил,2026-06-08 12:01:11,2026-06-08 12:01:11,False,0,0,0.5,0,True,False,False
570,227481451,76561198999601842,3,42831,1486,russian,бубэр косточкин,2026-06-08 11:59:59,2026-06-08 11:59:59,True,0,0,0.5,0,True,False,False
570,227481429,76561198139541234,1,61104,296,schinese,dota2nb,2026-06-08 11:59:29,2026-06-08 11:59:29,True,0,0,0.5,0,True,False,False
570,227481419,76561199538772648,1,50520,1397,russian,"хуже игры не бывает 
",2026-06-08 11:59:21,2026-06-08 11:59:21,False,0,0,0.5,0,True,False,False
570,227481387,76561198126540838,22,59249,4192,english,it'll ruin your mental health,2026-06-08 11:58:53,2026-06-08 11:58:53,False,1,0,0.5,0,True,False,False
570,227481362,76561199067161191,15,13900,3637,russian,говно,2026-06-08 11:58:23,2026-06-08 11:58:23,True,0,0,0.5,0,True,False,False
570,227481073,76561199213384348,2,5600,1997,russian,"очень крутая игра, не советую",2026-06-08 11:51:54,2026-06-08 11:51:54,True,0,0,0.5,0,True,False,False
570,227480994,76561198815067123,4,71,0,english,Meeeh,2026-06-08 11:50:17,2026-06-08 11:50:17,False,1,0,0.5,0,True,False,False
570,227480798,76561198761739635,2,903,0,russian, в игре одни геи 10из 10,2026-06-08 11:46:02,2026-06-08 11:46:02,True,1,0,0.523809552192687988,0,True,False,False
570,227480792,76561199157088702,2,2079,2079,russian,"мне нравиться сама игра ,но не нравиться  подбор играков.  а так все нормально",2026-06-08 11:45:57,2026-06-08 11:45:57,True,1,0,0.523809552192687988,0,True,False,False
570,227480713,76561198110751740,1,762182,4134,english,best game for best peoples,2026-06-08 11:44:14,2026-06-08 11:44:14,True,0,0,0.5,0,True,False,False
570,227480639,76561199866318719,2,1592,1270,russian,ыаэоу,2026-06-08 11:42:42,2026-06-08 11:42:42,True,0,0,0.5,0,True,False,False
570,227480497,76561198747874487,1,10166,1912,russian,говно ♥♥♥♥♥♥♥,2026-06-08 11:39:25,2026-06-08 11:39:25,True,0,1,0.5,0,True,False,False
570,227480447,76561197993599150,3,31645,0,russian,♥♥♥♥♥,2026-06-08 11:38:22,2026-06-08 11:38:22,True,0,0,0.5,0,True,False,False
570,227480341,76561198715595918,1,1353,1353,english,good game,2026-06-08 11:35:47,2026-06-08 11:35:47,True,0,0,0.5,0,True,False,False
570,227480295,76561199881518687,2,3091,139,russian,45 часов сидел в меню,2026-06-08 11:34:58,2026-06-08 11:34:58,True,0,0,0.5,0,True,False,False
570,227480281,76561199852431115,2,539,359,russian,"да
",2026-06-08 11:34:37,2026-06-08 11:34:37,True,0,0,0.5,0,True,False,False
570,227480214,76561199194105328,9,498,0,russian,kall,2026-06-08 11:33:00,2026-06-08 11:33:00,False,0,0,0.5,0,True,False,False
570,227480133,76561198737526376,2,22078,2888,english,best game deff not for roblox kids,2026-06-08 11:30:56,2026-06-08 11:30:56,True,0,0,0.5,0,True,False,False
570,227480021,76561198728767252,1,1588,1588,russian,"хуйнгя






",2026-06-08 11:28:39,2026-06-08 11:28:39,False,0,0,0.5,0,True,False,False
570,227479867,76561198694107343,1,1211,1211,russian,меня ♥♥♥♥,2026-06-08 11:25:48,2026-06-08 11:25:48,True,0,0,0.5,0,True,False,False
570,227479850,76561199510854004,3,385,385,russian,я гуль уже,2026-06-08 11:25:25,2026-06-08 11:25:25,True,0,0,0.5,0,True,False,False
570,227479796,76561199861394204,1,30396,2468,russian,дота 2 стратегии,2026-06-08 11:24:11,2026-06-08 11:24:11,True,0,0,0.5,0,True,False,False
570,227479791,76561199122364407,1,60697,3384,english,"llrin togloom pisda
",2026-06-08 11:24:02,2026-06-08 11:24:02,True,0,0,0.5,0,True,False,False
570,227479769,76561198717518097,1,24136,6011,russian,Дона имбулечка,2026-06-08 11:23:37,2026-06-08 11:23:37,True,0,0,0.5,0,True,False,False
570,227479643,76561198771431222,1,70797,12324,russian,"не играйте, ♥♥♥♥♥",2026-06-08 11:21:03,2026-06-08 11:21:03,True,0,0,0.5,0,True,False,False
570,227479606,76561198774109778,1,3073,2821,english,крутая игра многое узнал о моих родителях,2026-06-08 11:20:06,2026-06-08 11:20:06,True,0,0,0.5,0,True,False,False
570,227479468,76561198079340370,2,110228,743,english,GO ♥♥♥♥ YOURSELF THERES YOIUR REVIEW,2026-06-08 11:17:04,2026-06-08 11:17:04,False,0,0,0.5,0,True,False,False
570,227479390,76561199104854680,6,45610,2557,russian,хуетa,2026-06-08 11:15:25,2026-06-08 11:15:25,True,0,0,0.5,0,True,False,False
570,227479379,76561198985960051,1,345011,0,russian,авава,2026-06-08 11:15:10,2026-06-08 11:15:10,False,0,0,0.5,0,True,False,False
570,227479296,76561198022563328,4,181464,1254,english,"Was a great game once, but it's become overrun with bots. Far too many matches are decided before they even begin because you're stuck with teammates that run around feeding kills and racking up 10 deaths in the first five minutes. To make matters worse, if you leave the match, you're the one who gets penalised. Instead of enjoying the game, you're forced to sit through a frustrating, one-sided experience with no way out. It's incredibly disappointing to see how far the game has fallen. This is coming from someone with over 3k hours of the game.",2026-06-08 11:12:54,2026-06-08 11:12:54,False,0,0,0.5,0,True,False,False
570,227479231,76561199888246618,1,839,839,russian,"имба
",2026-06-08 11:11:18,2026-06-08 11:11:18,True,0,0,0.5,0,True,False,False
570,227478911,76561198756440698,1,44521,8970,russian,игра для отсталых хуесосов таких же как и разрабов этой ♥♥♥♥♥ ебаннй,2026-06-08 11:04:06,2026-06-08 11:04:06,False,0,0,0.5,0,True,False,False
570,227478873,76561198700305396,2,225,225,ukrainian,"The game rewards teamwork and good decision-making. I don't play it as much as I used to, but I still enjoy coming back for a few matches occasionally.",2026-06-08 11:03:14,2026-06-08 11:03:14,True,0,0,0.5,0,True,False,False
570,227478792,76561198135822193,2,10662,4852,russian,♥♥♥♥♥ вы кеза слабее сделали ишаки!? верните все как было!!!,2026-06-08 11:01:42,2026-06-08 11:01:42,False,0,0,0.5,1,True,False,False
570,227478616,76561199743115697,2,62401,2556,russian,ХОРОШАЯ ИГРА НО МЕНЯ БЕСИТЬ КОГДА У МЕНЯ В КОМАНДУ ПИВНЫЕ И ТУПЫЕ ГЕИ А ТАК ИГРА СУПЕР,2026-06-08 10:57:40,2026-06-08 10:57:40,True,0,0,0.5,0,True,False,False
570,227478563,76561198107385363,3,107290,519,russian,ГАВНО,2026-06-08 10:56:08,2026-06-08 10:56:08,False,0,0,0.5,0,True,False,False
570,227478555,76561199882442310,5,2576,0,russian,♥♥♥♥♥,2026-06-08 10:55:57,2026-06-08 10:55:57,True,0,0,0.5,0,True,False,False
570,227478528,76561198780901684,1,3565,379,russian,♥♥♥♥♥,2026-06-08 10:55:26,2026-06-08 10:55:26,True,0,0,0.5,0,True,False,False
