app_id,review_id,author_steamid,author_num_reviews,playtime_forever_min,playtime_last_2weeks_min,language,review,date_created,date_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,review_clean,detected_language,review_english
570,227493337,76561199409312871,71,13239,0,russian,"hueta
",2026-06-08 15:15:25,2026-06-08 15:15:25,False,0,0,0.5,0,True,False,False,hueta,russian,hoota
570,227493163,76561198996712232,2,109251,2520,spanish,muy bueno,2026-06-08 15:12:46,2026-06-08 15:12:46,True,0,0,0.5,0,True,False,False,muy bueno,spanish,very good
570,227493121,76561199832585851,2,3814,2253,russian,дота забирать лучшихк мужчанов,2026-06-08 15:12:22,2026-06-08 15:12:22,True,0,0,0.5,0,True,False,False,дота забирать лучшихк мужчанов,russian,Dota take the best men
570,227493069,76561199057947043,1,141836,1867,russian,"Прочитал описание игры, понял, что наша маленькая инди-компания и тут решила н@eб@ть нас. Нет никаких регулярных обновлений. А те что есть настолько плохи, что ваще не советую играть. А так да, игру рекомендую",2026-06-08 15:11:30,2026-06-08 15:11:30,True,0,0,0.5,0,True,False,False,"Прочитал описание игры, понял, что наша маленькая инди-компания и тут решила н eб ть нас. Нет никаких регулярных обновлений. А те что есть настолько плохи, что ваще не советую играть. А так да, игру рекомендую",russian,"I read the description of the game and realized that our small indie company decided to fuck us. There are no regular updates. And those that exist are so bad that I don’t recommend playing them anymore. And yes, I recommend the game"
570,227493020,76561198946765453,1,460654,75,english,bestie,2026-06-08 15:10:37,2026-06-08 15:10:37,True,0,0,0.5,0,True,False,False,bestie,english,bestie
570,227492917,76561199031266045,2,119,1,schinese,dead game,2026-06-08 15:09:13,2026-06-08 15:09:13,False,0,0,0.5,0,True,False,False,dead game,schinese,dead game
570,227492835,76561198788556511,1,1948,435,russian, VUIIJHG9YUIGUIY,2026-06-08 15:08:07,2026-06-08 15:08:07,True,0,0,0.5,0,True,False,False,VUIIJHG9YUIGUIY,russian,VUIIJHG9YUIGUIY
570,227492573,76561198807041942,3,54852,0,english,игра на пару часиков,2026-06-08 15:04:20,2026-06-08 15:04:20,True,0,0,0.5,0,True,False,False,игра на пару часиков,english,игра на пару часиков
570,227492373,76561199811754717,2,1449,752,russian,♥♥♥♥♥ игра,2026-06-08 15:01:35,2026-06-08 15:01:35,True,0,0,0.5,0,True,False,False,игра,russian,game
570,227492226,76561199829577843,2,4751,3724,russian,еще посидим еще посидим,2026-06-08 14:59:38,2026-06-08 14:59:38,True,0,0,0.5,0,True,False,False,еще посидим еще посидим,russian,"Let's sit some more, Let's sit some more"
570,227492132,76561199444680236,1,18707,4,russian,Потраченное время жаль,2026-06-08 14:58:16,2026-06-08 14:58:16,True,0,0,0.5,0,True,False,False,Потраченное время жаль,russian,It's a shame wasted time
570,227492094,76561198997083287,2,292788,714,english,"my life
",2026-06-08 14:57:35,2026-06-08 14:57:35,True,0,0,0.5,0,True,False,False,my life,english,my life
570,227491996,76561198828891585,1,118589,1090,english,"want to turn your life upside down? come, play!",2026-06-08 14:56:06,2026-06-08 14:56:06,True,0,0,0.5,0,True,False,False,"want to turn your life upside down? come, play!",english,"want to turn your life upside down? come, play!"
570,227491953,76561198775203143,1,13408,481,russian,♥♥♥♥♥ не советую.,2026-06-08 14:55:23,2026-06-08 14:55:23,True,0,0,0.5,0,True,False,False,не советую.,russian,I don't recommend it.
570,227491831,76561199777000180,1,9244,2843,russian,люблю инессу:steamhappy:,2026-06-08 14:53:38,2026-06-08 14:53:38,True,0,0,0.5,0,True,False,False,люблю инессу steamhappy,russian,I love Inessa steamhappy
570,227491672,76561198063934218,1,124062,142,russian,Столько времени можно было бы потратить на полезные увлечения,2026-06-08 14:51:23,2026-06-08 14:51:23,False,0,0,0.5,0,True,False,False,Столько времени можно было бы потратить на полезные увлечения,russian,So much time could be spent on useful hobbies
570,227491445,76561198192633855,2,11830,46,russian,"Хуетень, токо зашел а уже появилось 4 папы!",2026-06-08 14:47:46,2026-06-08 14:47:46,True,0,0,0.5,0,True,False,False,"Хуетень, токо зашел а уже появилось 4 папы!",russian,"Shit, I just came in and 4 dads already showed up!"
570,227491426,76561198130924230,2,556914,2051,russian,Rhenfz buhf,2026-06-08 14:47:32,2026-06-08 14:47:32,True,0,0,0.5,0,True,False,False,Rhenfz buhf,russian,Rhenfz buhf
570,227491409,76561198721404639,2,321,221,russian,"много геев,+ респект",2026-06-08 14:47:22,2026-06-08 14:47:22,True,0,0,0.5,0,True,False,False,"много геев, респект",russian,"a lot of gays, respect"
570,227491002,76561198329195615,2,271489,610,russian,Игра полная ♥♥♥♥♥ не рекомендую даже пробовать,2026-06-08 14:41:03,2026-06-08 14:41:03,True,0,0,0.5,0,True,False,False,Игра полная не рекомендую даже пробовать,russian,"The game is complete, I don’t recommend even trying it"
570,227490992,76561199388172969,1,84678,3757,russian,igra dla daynov,2026-06-08 14:40:58,2026-06-08 14:40:58,False,1,0,0.5238095521926879,0,True,False,False,igra dla daynov,russian,game dla daynov
570,227490810,76561199168826060,1,17707,1398,russian,какашка,2026-06-08 14:38:36,2026-06-08 14:38:36,False,0,0,0.5,0,True,False,False,какашка,russian,poop
570,227490621,76561199461831211,2,60097,1135,ukrainian,онет ода,2026-06-08 14:35:41,2026-06-08 14:35:41,True,0,0,0.5,0,True,False,False,онет ода,ukrainian,onet ode
570,227490350,76561199820434880,1,13696,127,russian,Кусок дерьма а не игра,2026-06-08 14:31:39,2026-06-08 14:31:39,False,0,0,0.5,0,True,False,False,Кусок дерьма а не игра,russian,Piece of crap and not a game
570,227489733,76561198144025904,1,413434,7705,russian,"Очень тупая система чата, блокирует из-за нытиков, а когда действительно дурлочки. молчат, не рекомендую",2026-06-08 14:22:13,2026-06-08 14:22:13,False,0,0,0.5,0,True,False,False,"Очень тупая система чата, блокирует из-за нытиков, а когда действительно дурлочки. молчат, не рекомендую",russian,"Very stupid chat system, blocks because of whiners, and when they are really idiots. they are silent, I don’t recommend it"
570,227489671,76561198722299883,1,568,343,russian,Вайб кайф,2026-06-08 14:21:17,2026-06-08 14:21:17,True,0,0,0.5,0,True,False,False,Вайб кайф,russian,Vibe high
570,227489563,76561199469551728,1,176804,5721,russian,"Здорова! Здесь ты познакомишься с разного типа играками, быстро смекнёшь с кем можно что то выстроить, какую - то игру, а с кем то кроме обсёра ничего другого и получишь, важно что бы до тебя не долетало, в тебе в ответ не генерировалось, каждый раз когда ты будешь заигрываться будет тебя искушать накидать непристойностей в ответ. Есть два типа нытиков, которые своим нытьём проявляют обеспокоенность сложившихся в игре обстоятельств, если с одними кромы нытья ничего не услышишь, с другими можно обсудить какие варианты, как действовать дальше, мозговой штурм так сказать. С теми кто сдался - шансов выиграть мало, с теми кто предпринимает попытки - есть шансы. Всем GL HF",2026-06-08 14:19:49,2026-06-08 14:19:49,True,0,0,0.5,0,True,False,False,"Здорова! Здесь ты познакомишься с разного типа играками, быстро смекнёшь с кем можно что то выстроить, какую - то игру, а с кем то кроме обсёра ничего другого и получишь, важно что бы до тебя не долетало, в тебе в ответ не генерировалось, каждый раз когда ты будешь заигрываться будет тебя искушать накидать непристойностей в ответ. Есть два типа нытиков, которые своим нытьём проявляют обеспокоенность сложившихся в игре обстоятельств, если с одними кромы нытья ничего не услышишь, с другими можно обсудить какие варианты, как действовать дальше, мозговой штурм так сказать. С теми кто сдался - шансов выиграть мало, с теми кто предпринимает попытки - есть шансы. Всем GL HF",russian,"Hello! Here you will get acquainted with different types of players, you will quickly figure out with whom you can build something, some kind of game, and with someone you will get nothing else but an observer, it is important that no matter what reaches you, it is not generated in you in response, every time you flirt you will be tempted to throw obscenities in response. There are two types of whiners who, with their whining, show concern about the circumstances in the game; if with some whining you don’t hear anything, with others you can discuss what options, how to proceed next, brainstorming, so to speak. With those who give up, there is little chance of winning, with those who try, there are chances. GL HF everyone"
570,227488682,76561199470153836,10,43248,2573,russian,"Когда начинаешь играть в Доту, то перестаешь задавать себе вопрос «Брать в рот или нет?», вместо этого ты задаешь себе вопрос «Где и во сколько?» (с) Гейб Ньюэлл",2026-06-08 14:05:30,2026-06-08 14:05:30,True,0,0,0.5,0,True,False,False,"Когда начинаешь играть в Доту, то перестаешь задавать себе вопрос Брать в рот или нет? , вместо этого ты задаешь себе вопрос Где и во сколько? (с) Гейб Ньюэлл",russian,"When you start playing Dota, you stop asking yourself the question: Should I put it in my mouth or not? , instead you ask yourself the question Where and what time? (c) Gabe Newell"
570,227488532,76561199546083990,2,76095,2709,russian,игра хуеты,2026-06-08 14:03:05,2026-06-08 14:03:05,False,0,0,0.5,0,True,False,False,игра хуеты,russian,game of bullshit
570,227488504,76561198768013194,1,2783,2396,russian,хз не играл,2026-06-08 14:02:42,2026-06-08 14:02:42,False,0,0,0.5,0,True,False,False,хз не играл,russian,xs didn't play
570,227488430,76561199888514430,2,348,64,english,♥♥♥♥♥♥ ass game,2026-06-08 14:01:32,2026-06-08 14:01:32,False,1,0,0.5,0,True,False,False,ass game,english,ass game
570,227488377,76561199038734084,3,98162,995,russian,"♥♥♥♥♥
",2026-06-08 14:00:43,2026-06-08 14:00:43,False,0,0,0.5,0,True,False,False,,russian,
570,227488266,76561198039907854,4,207150,743,english,"10+ years of playing and this game still holds all my memories. Whenever I come back, the nostalgia always hits me.",2026-06-08 13:59:01,2026-06-08 13:59:01,True,0,0,0.5,0,True,False,False,"10 years of playing and this game still holds all my memories. Whenever I come back, the nostalgia always hits me.",english,"10 years of playing and this game still holds all my memories. Whenever I come back, the nostalgia always hits me."
570,227487971,76561199820701472,1,74894,6599,russian,"если так подумать, то вы становитесь конченным далбаебом, который будет как депрессивный маленький мальчик-гуль. всем 1000-7, удачки))))))))))))))))))))))))))))))",2026-06-08 13:54:33,2026-06-08 13:54:33,False,0,0,0.5,0,True,False,False,"если так подумать, то вы становитесь конченным далбаебом, который будет как депрессивный маленький мальчик-гуль. всем 1000-7, удачки))))))))))))))))))))))))))))))",russian,"if you think like that, then you become a complete idiot who will be like a depressed little ghoul boy. 1000-7 to everyone, good luck)))))))))))))))))))))))))))))"
570,227487797,76561199226243549,5,4831,1713,russian,тут нельзя ходить на WSDA значит это полная ♥♥♥♥♥,2026-06-08 13:51:31,2026-06-08 13:51:31,True,0,0,0.5,0,True,False,False,тут нельзя ходить на WSDA значит это полная,russian,"you can’t go to WSDA here, it means it’s complete"
570,227487358,76561199794806828,6,503,73,ukrainian,игра ♥♥♥♥♥ витя пидорас ♥♥♥♥♥♥,2026-06-08 13:43:41,2026-06-08 13:43:41,False,0,0,0.5,0,True,False,False,игра витя пидорас,ukrainian,game Vitya fagot
570,227487231,76561199869819087,2,47530,2735,russian,♥♥♥♥♥ ♥♥♥♥♥♥ 10/10,2026-06-08 13:41:46,2026-06-08 13:41:46,True,0,0,0.5,0,True,False,False,10 10,russian,10 10
570,227487036,76561199731115222,1,50484,3133,russian,Тимы ♥♥♥♥♥♥♥♥,2026-06-08 13:38:00,2026-06-08 13:38:00,True,1,0,0.5238095521926879,0,True,False,False,Тимы,russian,Tims
570,227487010,76561198703315397,1,55,0,russian,игра не сложная и очень интересная,2026-06-08 13:37:42,2026-06-08 13:37:42,True,0,0,0.5,0,True,False,False,игра не сложная и очень интересная,russian,The game is not difficult and very interesting
570,227486419,76561199883102132,1,4009,1292,russian,мать одна а дота 2,2026-06-08 13:27:20,2026-06-08 13:27:20,True,0,0,0.5,0,True,False,False,мать одна а дота 2,russian,mother alone and dota 2
570,227486368,76561199801993118,1,76516,2392,russian,залупа,2026-06-08 13:26:14,2026-06-08 13:26:14,False,0,0,0.5,0,True,False,False,залупа,russian,it slams
570,227486342,76561198725414186,1,9756,1596,russian,Дотэбайо,2026-06-08 13:25:46,2026-06-08 13:25:46,True,0,0,0.5,0,True,False,False,Дотэбайо,russian,Dotebayo
570,227486307,76561198843684310,2,74005,2956,russian,"Удалите квортеро, не позорьтесь",2026-06-08 13:25:14,2026-06-08 13:25:14,False,0,0,0.5,0,True,False,False,"Удалите квортеро, не позорьтесь",russian,"Remove the quarterro, don't embarrass yourself"
570,227486162,76561198709300498,1,15268,5972,russian,"♥♥♥♥♥ где дают -1к поряды за рандомную ♥♥♥♥♥,дают лп за то что ты фармишь когда у тебя тима сыграла в 4 12, когда в таверне вся твоя тима и ты фармишь потому-что ты не сможешь убыть вражескую тиму в соло = лп,когда ты кидаешь репы другим а получаешь пизды ты, но в эту ♥♥♥♥♥ играть не могу перестать, не советую скачивать",2026-06-08 13:22:57,2026-06-08 13:22:57,False,0,0,0.5,0,True,False,False,"где дают -1к поряды за рандомную ,дают лп за то что ты фармишь когда у тебя тима сыграла в 4 12, когда в таверне вся твоя тима и ты фармишь потому-что ты не сможешь убыть вражескую тиму в соло лп,когда ты кидаешь репы другим а получаешь пизды ты, но в эту играть не могу перестать, не советую скачивать",russian,"where they give -1k orders for random, they give LP for the fact that you farm when your team played in 4 12, when all your team is in the tavern and you farm because you can’t kill the enemy team in solo LP, when you throw turnips to others and you get pussy, but I can’t stop playing this, I don’t recommend downloading"
570,227486065,76561199400456567,3,276,34,russian,"♥♥♥♥♥ братья
",2026-06-08 13:21:20,2026-06-08 13:21:20,False,0,0,0.5,0,True,False,False,братья,russian,brothers
570,227486042,76561198393295943,6,75232,4286,russian,Лизал ♥♥♥♥♥ 26.05.2026 DD.MM.YYYY,2026-06-08 13:20:56,2026-06-08 13:20:56,True,0,0,0.5,0,True,False,False,Лизал 26.05.2026 DD.MM.YYYY,russian,Lyzal 05/26/2026 DD.MM.YYYY
570,227485925,76561198793621805,3,377,242,russian,"говно, советую",2026-06-08 13:18:46,2026-06-08 13:18:46,True,0,0,0.5,0,True,False,False,"говно, советую",russian,"shit, I recommend it"
570,227485816,76561198032144291,11,224358,3,russian,"Не рекомендую. Берегите себя, идите на работу.",2026-06-08 13:16:42,2026-06-08 13:16:42,False,0,0,0.5,0,True,False,False,"Не рекомендую. Берегите себя, идите на работу.",russian,"I don't recommend it. Take care of yourself, go to work."
570,227485751,76561198726323758,1,347,130,russian,"Давайте проведем звуково-буквенный анализ вашего предложения.

Ваше предложение состоит из нескольких частей:

""какая-то ♥♥♥♥♥ но мне нравится"" - это сочетание выражает личное мнение и эмоциональную реакцию.

""какая-то"" — неопределенное местоимение, указывающее на нечто неясное.
""♥♥♥♥♥"" — неформальное, грубое слово, характеризующее что-то неважное или неразумное.
""но"" — союз, который связывает два противоположных утверждения.
""мне"" — указание на личные предпочтения.
""нравится"" — выражение положительной оценки.
""фембои пропали"" - информация о каком-то изменении в культуре или сообществе.

""фембои"" — термин, обозначающий мужчин, которые выражают себя в характерном для женщин стиле.
""пропали"" — глагол, который отмечает исчезновение или отсутствие.
""папы появились"" - утверждение о том, что нечто новое появилось на месте исчезнувшего.

""папы"" — возможно, это отсылка к мужчине или отцам в контексте, который может подразумевать более традиционную или другую роль.
""появились"" — указывает на появление нового явления или группы.
В целом ваше предложение может быть интерпретировано как обсуждение изменений в социокультурной среде, затрагивающее вопросы идентичности и выражения. Если вас интересует более глубокий анализ, дайте знать!",2026-06-08 13:15:30,2026-06-08 13:15:30,True,0,0,0.5,0,True,False,False,"Давайте проведем звуково-буквенный анализ вашего предложения. Ваше предложение состоит из нескольких частей ""какая-то но мне нравится"" - это сочетание выражает личное мнение и эмоциональную реакцию. ""какая-то"" неопределенное местоимение, указывающее на нечто неясное. "" "" неформальное, грубое слово, характеризующее что-то неважное или неразумное. ""но"" союз, который связывает два противоположных утверждения. ""мне"" указание на личные предпочтения. ""нравится"" выражение положительной оценки. ""фембои пропали"" - информация о каком-то изменении в культуре или сообществе. ""фембои"" термин, обозначающий мужчин, которые выражают себя в характерном для женщин стиле. ""пропали"" глагол, который отмечает исчезновение или отсутствие. ""папы появились"" - утверждение о том, что нечто новое появилось на месте исчезнувшего. ""папы"" возможно, это отсылка к мужчине или отцам в контексте, который может подразумевать более традиционную или другую роль. ""появились"" указывает на появление нового явления или группы. В целом ваше предложение может быть интерпретировано как обсуждение изменений в социокультурной среде, затрагивающее вопросы идентичности и выражения. Если вас интересует более глубокий анализ, дайте знать!",russian,"Let's conduct a sound-letter analysis of your sentence. Your sentence consists of several parts “something but I like it” - this combination expresses a personal opinion and emotional reaction. ""some"" is an indefinite pronoun indicating something unclear. "" "" is an informal, harsh word that describes something unimportant or unreasonable. ""but"" is a conjunction that connects two opposing statements. ""to me"" is an indication of personal preference. “like” is an expression of positive evaluation. “femboys are missing” - information about some change in culture or community. ""femboy"" is a term used to describe men who express themselves in a feminine style. ""gone"" is a verb that marks disappearance or absence. “Papas have appeared” - a statement that something new has appeared in the place of something that disappeared. ""Dads"" is perhaps a reference to a man or fathers in a context that may imply a more traditional or different role. ""appeared"" indicates the emergence of a new phenomenon or group. Overall, your proposal can be interpreted as a discussion of changes in the sociocultural environment, addressing issues of identity and expression. If you're interested in a more in-depth analysis, let me know!"
570,227485695,76561199310196804,2,1329,259,russian,Залупа ♥♥♥♥♥♥ а не игра ♥♥♥♥♥,2026-06-08 13:14:41,2026-06-08 13:14:41,False,0,0,0.5,0,True,False,False,Залупа а не игра,russian,"It slams, not a game"
570,227485006,76561199772983317,1,57301,1818,russian,не нашел себе парня,2026-06-08 13:02:28,2026-06-08 13:02:28,False,0,0,0.5,0,True,False,False,не нашел себе парня,russian,I haven't found a boyfriend
570,227484801,76561199814806091,2,59379,642,russian,"лааня имба
",2026-06-08 12:58:43,2026-06-08 12:58:43,True,0,0,0.5,0,True,False,False,лааня имба,russian,laanya imba
570,227484787,76561199374855423,13,35762,3479,russian,"дота это как ЗППП - достаточно один раз расслабиться и дать другу уговорить себя на одну игру, и ты уже заразен. Дальше ты сам начинаешь тянуться к тем, кто ещё чист, и передаёшь им этот вирус. Чемто похоже на паровозик, только ты всегда в середине... 7 моих пьяных отцов из 10 👍",2026-06-08 12:58:15,2026-06-08 12:58:15,True,0,0,0.5,0,True,False,False,"дота это как ЗППП - достаточно один раз расслабиться и дать другу уговорить себя на одну игру, и ты уже заразен. Дальше ты сам начинаешь тянуться к тем, кто ещё чист, и передаёшь им этот вирус. Чемто похоже на паровозик, только ты всегда в середине... 7 моих пьяных отцов из 10",russian,"Dota is like an STD - you just need to relax once and let a friend talk you into playing one game, and you are already contagious. Then you yourself begin to reach out to those who are still clean, and you transmit this virus to them. Something like a train, only you are always in the middle... 7 of my drunken fathers out of 10"
570,227484733,76561198173914610,1,902022,1304,english,hands down most addictive game ive ever played IN A BAD WAY,2026-06-08 12:57:03,2026-06-08 12:57:03,False,1,0,0.5,0,True,False,False,hands down most addictive game ive ever played IN A BAD WAY,english,hands down most addictive game ive ever played IN A BAD WAY
570,227484593,76561199710822896,1,15779,2123,russian,хуууууууууууй,2026-06-08 12:54:39,2026-06-08 12:54:39,True,0,0,0.5,0,True,False,False,хуууууууууууй,russian,huuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
570,227484529,76561199384607852,1,60867,5271,russian,67ТирПудж Любить играть Дота,2026-06-08 12:53:17,2026-06-08 12:53:17,True,0,0,0.5,0,True,False,False,67ТирПудж Любить играть Дота,russian,67TirPudge Love playing Dota
570,227484387,76561198769553307,5,33,0,brazilian,🐊🙃😫😂🤗🙃,2026-06-08 12:50:57,2026-06-08 12:50:57,False,0,0,0.5,0,True,False,False,,brazilian,
570,227483797,76561199755122968,14,560,7,russian,закрой еало не заикайся,2026-06-08 12:39:25,2026-06-08 12:39:25,True,0,0,0.5,0,True,False,False,закрой еало не заикайся,russian,"shut up, don't stutter"
570,227483151,76561199527561942,1,47259,1450,russian,"это такая помойка ,что я не могу перестать в нее играть",2026-06-08 12:27:50,2026-06-08 12:27:50,True,0,0,0.5,0,True,False,False,"это такая помойка ,что я не могу перестать в нее играть",russian,it's such a garbage dump that I can't stop playing it
570,227483072,76561199834731736,10,69299,2080,russian,"Эта игра высасывает из меня душу и остатки человеческого ,я ставлю жетоны спецом на пятёрку просто потому что люблю дазла ,шамана и леона ,но когда мой кери фидонит после моих слов о том ,что я иду на отвод, просто не хочется жить. Я искренне надеюсь что ты ,гандон на траксе это прочитаешь. Ну а так игра прикольная ,но играть я в это не советую. Эта игра действует как наркотики или ваша бывшая. По началу вроде ничего плохого тебе нравится ,но потом ты фармиш лес на аппарате просто на автопилоте после того как твой ам сломал шмотки пошёл по миду. И в такие моменты думаешь, смотря на падующий трон ""а для чего я в это играю?"" .А ответа на данный вопрос ты не услышишь из-за того ,что ты сидел в лп и там нет команды. Каждый сам за себя 
Первые 1к часов ты думаешь что дебилов в команде 4, но потом приходит осознание ,что дебилов 5


ОСТАВЬ НАДЕЖДУ ВСЯК ТУДА ВХОДЯЩИЙ",2026-06-08 12:26:31,2026-06-08 12:26:31,True,0,0,0.5,0,True,False,False,"Эта игра высасывает из меня душу и остатки человеческого ,я ставлю жетоны спецом на пятёрку просто потому что люблю дазла ,шамана и леона ,но когда мой кери фидонит после моих слов о том ,что я иду на отвод, просто не хочется жить. Я искренне надеюсь что ты ,гандон на траксе это прочитаешь. Ну а так игра прикольная ,но играть я в это не советую. Эта игра действует как наркотики или ваша бывшая. По началу вроде ничего плохого тебе нравится ,но потом ты фармиш лес на аппарате просто на автопилоте после того как твой ам сломал шмотки пошёл по миду. И в такие моменты думаешь, смотря на падующий трон ""а для чего я в это играю?"" .А ответа на данный вопрос ты не услышишь из-за того ,что ты сидел в лп и там нет команды. Каждый сам за себя Первые 1к часов ты думаешь что дебилов в команде 4, но потом приходит осознание ,что дебилов 5 ОСТАВЬ НАДЕЖДУ ВСЯК ТУДА ВХОДЯЩИЙ",russian,"This game sucks the soul and the remnants of humanity out of me, I put special tokens on the five simply because I love Dazzle, Shaman and Leon, but when my Keri fidonits after my words that I am going to be withdrawn, I just don’t want to live. I sincerely hope that you, the bastard on the highway, will read this. Well, the game is cool, but I don’t recommend playing it. This game acts like drugs or your ex. At first, you seem to like nothing bad, but then you farm the forest on the machine just on autopilot after your am broke his clothes and went to the middle. And at such moments you think, looking at the falling throne, “why am I playing this?” .And you won’t hear the answer to this question due to the fact that you were sitting in the LP and there is no team there. Every man for himself The first 1k hours you think that there are 4 morons in the team, but then the realization comes that there are 5 morons Abandon HOPE EVERYONE ENTERING THERE"
570,227482907,76561198071655973,8,53409,0,russian,хук 500 метров белке в глаз,2026-06-08 12:23:27,2026-06-08 12:23:27,True,0,0,0.5,0,True,False,False,хук 500 метров белке в глаз,russian,hook 500 meters to a squirrel's eye
570,227482889,76561198703811550,1,6251,4233,russian,"похоже на фурридом
",2026-06-08 12:23:08,2026-06-08 12:23:08,True,0,0,0.5,0,True,False,False,похоже на фурридом,russian,looks like a furridom
570,227482794,76561198755530885,2,554,67,russian,[eqyy bufnh,2026-06-08 12:21:09,2026-06-08 12:21:09,False,0,0,0.5,0,True,False,False,eqyy bufnh,russian,eqyy bufnh
570,227482481,76561199080882714,3,108937,1465,russian,не играйте в это,2026-06-08 12:15:01,2026-06-08 12:15:01,False,0,0,0.5,0,True,False,False,не играйте в это,russian,don't play this
570,227482405,76561198849178059,5,1535,1179,russian,"♥♥♥♥♥, мне понравилось",2026-06-08 12:13:35,2026-06-08 12:13:35,True,0,0,0.5,0,True,False,False,", мне понравилось",russian,", I liked it"
570,227482282,76561199644297182,2,3111,2937,russian,12 танго на лайф стилере я купил,2026-06-08 12:11:10,2026-06-08 12:11:10,True,1,0,0.5238095521926879,1,True,False,False,12 танго на лайф стилере я купил,russian,I bought 12 tangos on Life Stealer
570,227482275,76561199650484309,1,56741,0,russian,не понравилась,2026-06-08 12:11:01,2026-06-08 12:11:01,True,0,0,0.5,0,True,False,False,не понравилась,russian,didn't like it
570,227481717,76561198273111084,1,557,358,russian,♥♥♥♥♥♥,2026-06-08 12:05:19,2026-06-08 12:05:19,True,0,0,0.5,0,True,False,False,,russian,
570,227481570,76561199127781100,1,1260,1133,russian,"пока что полный рот хуев, мне нравится",2026-06-08 12:02:52,2026-06-08 12:02:52,False,0,0,0.5,2,True,False,False,"пока что полный рот хуев, мне нравится",russian,"so far a mouth full of dicks, I like it"
570,227481533,76561199477240452,10,72033,431,russian,♥♥♥♥♥ ♥♥♥♥♥♥,2026-06-08 12:02:00,2026-06-08 12:02:00,False,0,0,0.5,0,True,False,False,,russian,
570,227481501,76561198289998113,1,211287,0,russian,Я дебил,2026-06-08 12:01:11,2026-06-08 12:01:11,False,0,0,0.5,0,True,False,False,Я дебил,russian,I'm a moron
