game_name,game_genre,review,voted_up,timestamp_created,language,playtime_forever,review_clean,detected_language,review_english
The Witcher 3,RPG,Oyun akıcı ve güzel hikayesi güzel ama basit bir taşa çıkmakda zorlanıyor karekterimiz parkur yapabilse daha güzel olurmuş onun dışında fazla eksiği yok,True,2026-05-10 14:53:31,turkish,1914,Oyun akıcı ve güzel hikayesi güzel ama basit bir taşa çıkmakda zorlanıyor karekterimiz parkur yapabilse daha güzel olurmuş onun dışında fazla eksiği yok,turkish,"The game is fluent and nice, the story is nice, but it is difficult for our character to climb a simple tile. It would be better if our character could do parkour, other than that, it doesn't have much shortcomings."
The Witcher 3,RPG,"Dios mio, que juegazo, no se ni que significa rpg pero esto es una obra maestra, tiene buenos graficos, bichos raros, monton de misiones y muchas mujeres potentes, eso es todo",True,2026-05-20 16:33:13,spanish,4439,"Dios mio, que juegazo, no se ni que significa rpg pero esto es una obra maestra, tiene buenos graficos, bichos raros, monton de misiones y muchas mujeres potentes, eso es todo",spanish,"My God, what a great game, I don't even know what rpg means but this is a masterpiece, it has good graphics, weird bugs, lots of missions and many powerful women, that's all"
The Witcher 3,RPG,战斗真是太拉垮了，前前后后玩了好几次都因为这个战斗没玩下去，极致的不跟手，索敌的视角也是一坨，只听说剧情很顶，但我又想亲身体验，不想看攻略了解剧情，这就很难受,True,2026-05-15 08:48:51,schinese,378,战斗真是太拉垮了 前前后后玩了好几次都因为这个战斗没玩下去 极致的不跟手 索敌的视角也是一坨 只听说剧情很顶 但我又想亲身体验 不想看攻略了解剧情 这就很难受,schinese,"The battle is really frustrating. I played it several times but couldn't finish it because it was extremely difficult to follow. The perspective of tracking enemies is also a mess. I only heard that the plot is very good, but I want to experience it myself. I don't want to read the walkthrough to understand the plot. This is very uncomfortable."
The Witcher 3,RPG,"I had played this game before and finished it, but it never truly clicked with me. So I decided to start a new save file, this time on a higher difficulty, with a commitment to fully immerse myself in every mechanic the game had to offer.

And boy, what a game.

The atmosphere is nothing short of fantastic. I could listen to the soundtrack for hours on end, and the visuals still look stunning for an 11-year-old game. The characters are genuine and memorable, starting with the protagonist himself, Geralt. Every quest feels meaningful and well-crafted, and I even developed a genuine love for Gwent, something that was completely absent in my first playthrough. By the end, I truly felt like a witcher.

10/10 — An Absolute Masterpiece.",True,2026-05-24 12:34:31,english,11472,"I had played this game before and finished it, but it never truly clicked with me. So I decided to start a new save file, this time on a higher difficulty, with a commitment to fully immerse myself in every mechanic the game had to offer. And boy, what a game. The atmosphere is nothing short of fantastic. I could listen to the soundtrack for hours on end, and the visuals still look stunning for an 11-year-old game. The characters are genuine and memorable, starting with the protagonist himself, Geralt. Every quest feels meaningful and well-crafted, and I even developed a genuine love for Gwent, something that was completely absent in my first playthrough. By the end, I truly felt like a witcher. 10 10 An Absolute Masterpiece.",english,"I had played this game before and finished it, but it never truly clicked with me. So I decided to start a new save file, this time on a higher difficulty, with a commitment to fully immerse myself in every mechanic the game had to offer. And boy, what a game. The atmosphere is nothing short of fantastic. I could listen to the soundtrack for hours on end, and the visuals still look stunning for an 11-year-old game. The characters are genuine and memorable, starting with the protagonist himself, Geralt. Every quest feels meaningful and well-crafted, and I even developed a genuine love for Gwent, something that was completely absent in my first playthrough. By the end, I truly felt like a witcher. 10 10 An Absolute Masterpiece."
The Witcher 3,RPG,"A game that puts its predecessors to shame. There is a massive leap forward in gameplay, graphics, and world-building compared to the first two games in the series. The introduction is far better as well; the prologue is short, sweet, and does a wonderful job at introducing all of the game mechanics and gets you up to speed on the story, something the previous game sorely lacked.

The world is massive and alive. Cities are densely populated, while the numerous villages, keeps, and smaller communities all have their own people and stories. With all these characters comes a wealth of side-quests, most of which are interesting and well written. If you are someone who likes to complete everything, Act 1 can be quite daunting, as you are dropped into the world with seemingly endless content, which adds significantly to the game’s length.

As with the previous games, the story is very well written and extremely well paced. “Tension” is the word I would use to describe it best, as it does a fantastic job keeping you hooked and invested. You can complete it in many different ways and in many different orders, and the developers have foreseen a lot of unpredictable and interesting routes you can take.

The new alchemy system is much better than in previous instalments. Once you craft a potion or oil, you only need to meditate to refill it. Crafting has also improved, but still felt a little tedious, especially towards the end of the game. Skills and mutagens allow you to customize your playstyle and it felt like there were very few filler unlocks.

Gone are the days of dice poker and the annoying RNG behind it, as it has been replaced with something far superior: Gwent. This card game can be like crack to the right person, and it was truly a joy collecting every card and building every deck. Alas, as you start to get further into the game, you can effectively solve Gwent, which detracts from the enjoyment. It still remains one of the greatest mini-games I’ve ever encountered in an RPG.

The DLC deserve their own reviews, but I will briefly mention them here:
[list]
[*] Hearts of Stone is a small, but thrilling story with a lot of surprises and had me swinging like a pendulum when picking sides. The return of an old friend was great and certainly adds a lot if 	you are a longtime fan of the games.

[*] Blood & Wine is a truly masterful DLC in a beautiful setting. In my opinion, the story surpasses the base game, and the side content is great as well. The player housing is a great touch and finally gives Geralt a place to call home.
[/list]
Overall, I am not sure why I waited so long to play this game. Even over ten years later, it holds up remarkably well and stands out as one of the greatest RPGs of all time.

[b]10/10[/b]",True,2026-05-20 00:45:41,english,8979,"A game that puts its predecessors to shame. There is a massive leap forward in gameplay, graphics, and world-building compared to the first two games in the series. The introduction is far better as well the prologue is short, sweet, and does a wonderful job at introducing all of the game mechanics and gets you up to speed on the story, something the previous game sorely lacked. The world is massive and alive. Cities are densely populated, while the numerous villages, keeps, and smaller communities all have their own people and stories. With all these characters comes a wealth of side-quests, most of which are interesting and well written. If you are someone who likes to complete everything, Act 1 can be quite daunting, as you are dropped into the world with seemingly endless content, which adds significantly to the game s length. As with the previous games, the story is very well written and extremely well paced. Tension is the word I would use to describe it best, as it does a fantastic job keeping you hooked and invested. You can complete it in many different ways and in many different orders, and the developers have foreseen a lot of unpredictable and interesting routes you can take. The new alchemy system is much better than in previous instalments. Once you craft a potion or oil, you only need to meditate to refill it. Crafting has also improved, but still felt a little tedious, especially towards the end of the game. Skills and mutagens allow you to customize your playstyle and it felt like there were very few filler unlocks. Gone are the days of dice poker and the annoying RNG behind it, as it has been replaced with something far superior Gwent. This card game can be like crack to the right person, and it was truly a joy collecting every card and building every deck. Alas, as you start to get further into the game, you can effectively solve Gwent, which detracts from the enjoyment. It still remains one of the greatest mini-games I ve ever encountered in an RPG. The DLC deserve their own reviews, but I will briefly mention them here list Hearts of Stone is a small, but thrilling story with a lot of surprises and had me swinging like a pendulum when picking sides. The return of an old friend was great and certainly adds a lot if you are a longtime fan of the games. Blood Wine is a truly masterful DLC in a beautiful setting. In my opinion, the story surpasses the base game, and the side content is great as well. The player housing is a great touch and finally gives Geralt a place to call home. list Overall, I am not sure why I waited so long to play this game. Even over ten years later, it holds up remarkably well and stands out as one of the greatest RPGs of all time. b 10 10 b",english,"A game that puts its predecessors to shame. There is a massive leap forward in gameplay, graphics, and world-building compared to the first two games in the series. The introduction is far better as well the prologue is short, sweet, and does a wonderful job at introducing all of the game mechanics and gets you up to speed on the story, something the previous game sorely lacked. The world is massive and alive. Cities are densely populated, while the numerous villages, keeps, and smaller communities all have their own people and stories. With all these characters comes a wealth of side-quests, most of which are interesting and well written. If you are someone who likes to complete everything, Act 1 can be quite daunting, as you are dropped into the world with seemingly endless content, which adds significantly to the game s length. As with the previous games, the story is very well written and extremely well paced. Tension is the word I would use to describe it best, as it does a fantastic job keeping you hooked and invested. You can complete it in many different ways and in many different orders, and the developers have foreseen a lot of unpredictable and interesting routes you can take. The new alchemy system is much better than in previous instalments. Once you craft a potion or oil, you only need to meditate to refill it. Crafting has also improved, but still felt a little tedious, especially towards the end of the game. Skills and mutagens allow you to customize your playstyle and it felt like there were very few filler unlocks. Gone are the days of dice poker and the annoying RNG behind it, as it has been replaced with something far superior Gwent. This card game can be like crack to the right person, and it was truly a joy collecting every card and building every deck. Alas, as you start to get further into the game, you can effectively solve Gwent, which detracts from the enjoyment. It still remains one of the greatest mini-games I ve ever encountered in an RPG. The DLC deserve their own reviews, but I will briefly mention them here list Hearts of Stone is a small, but thrilling story with a lot of surprises and had me swinging like a pendulum when picking sides. The return of an old friend was great and certainly adds a lot if you are a longtime fan of the games. Blood Wine is a truly masterful DLC in a beautiful setting. In my opinion, the story surpasses the base game, and the side content is great as well. The player housing is a great touch and finally gives Geralt a place to call home. list Overall, I am not sure why I waited so long to play this game. Even over ten years later, it holds up remarkably well and stands out as one of the greatest RPGs of all time. b 10 10 b"
The Witcher 3,RPG,"По правде говоря, за все время пытался пройти игру раза 4 наверное, только 5 попытка прохождения стала той самой, пожалуй одна из лучших игр в которые я играл за всю свою жизнь. В ней прекрасно все, диалоги, боевка, сюжет. Если вы еще не проходили Ведьмака, вы многое упускаете. Однозначно рекомендую к прохождению, игра не просто так считается легендарной",True,2026-05-27 18:24:23,russian,5688,"По правде говоря, за все время пытался пройти игру раза 4 наверное, только 5 попытка прохождения стала той самой, пожалуй одна из лучших игр в которые я играл за всю свою жизнь. В ней прекрасно все, диалоги, боевка, сюжет. Если вы еще не проходили Ведьмака, вы многое упускаете. Однозначно рекомендую к прохождению, игра не просто так считается легендарной",russian,"To tell the truth, I tried to beat the game probably 4 times in all my time, but only the 5th attempt was what became, perhaps, one of the best games I’ve played in my entire life. Everything about it is great, the dialogue, the combat, the plot. If you haven't played through The Witcher yet, you're missing out. I definitely recommend playing it, the game is considered legendary for a reason"
The Witcher 3,RPG,"Simplesmente não tenho palavras para descrever o carinho que tenho por esse jogo, sem dúvidas é o meu favorito de todos os tempos. O jogo atualmente já tem mais de 10 anos de lançamento e continua me surpreendendo, cada vez que jogo novamente descubro algo novo e tenho um pequeno vislumbre da minha primeira jogatina. Eu poderia dizer que gosto do jogo pelos personagens e lore cativantes, pelo belo mundo aberto, pela trilha sonora, pelo GWENT ou pela exploração recompensadora. Mas a verdade é que acompanhar o bruxão nas suas aventuras e sentir o peso de cada escolha me conectou com o jogo como nunca antes havia acontecido. Sei que existem muitas críticas sobre a mecânica de combate, nado, etc. Mas eu não poderia de forma alguma deixar de recomendar essa pérola e, mesmo que minimamente, poder influenciar alguém a ter uma experiência com essa obra prima.🐺❤️",True,2026-06-03 21:03:35,brazilian,2808,"Simplesmente não tenho palavras para descrever o carinho que tenho por esse jogo, sem dúvidas é o meu favorito de todos os tempos. O jogo atualmente já tem mais de 10 anos de lançamento e continua me surpreendendo, cada vez que jogo novamente descubro algo novo e tenho um pequeno vislumbre da minha primeira jogatina. Eu poderia dizer que gosto do jogo pelos personagens e lore cativantes, pelo belo mundo aberto, pela trilha sonora, pelo GWENT ou pela exploração recompensadora. Mas a verdade é que acompanhar o bruxão nas suas aventuras e sentir o peso de cada escolha me conectou com o jogo como nunca antes havia acontecido. Sei que existem muitas críticas sobre a mecânica de combate, nado, etc. Mas eu não poderia de forma alguma deixar de recomendar essa pérola e, mesmo que minimamente, poder influenciar alguém a ter uma experiência com essa obra prima.",brazilian,"I simply don't have words to describe the affection I have for this game, without a doubt it's my favorite of all time. The game has now been released for over 10 years and continues to surprise me, every time I play it again I discover something new and get a small glimpse of my first playthrough. I could say that I like the game for the captivating characters and lore, the beautiful open world, the soundtrack, GWENT or the rewarding exploration. But the truth is that following the wizard on his adventures and feeling the weight of each choice connected me with the game like never before. I know there are a lot of criticisms about combat mechanics, swimming, etc. But I could not in any way fail to recommend this pearl and, even if minimally, be able to influence someone to have an experience with this masterpiece."
The Witcher 3,RPG,"Шедевр на 10/10. Прошел эту игру на ПК вместе со всеми DLC, и это лучшее, что случалось со мной в гейминге. «Ведьмак 3» устанавливает недосягаемую планку качества, до которой индустрия не может дотянуться до сих пор.
Что делает эту игру великой:
Настоящий открытый мир. Огромный, бесшовный и невероятно разнообразный. Грязные болота Велена, живой Новиград, суровый Скеллиге, а благодаря дополнениям — залитый солнцем, сказочный Туссент. Мир живет, дышит и выглядит потрясающе. Сюжет и реальный выбор. Здесь нет «иллюзии выбора». Каждое решение имеет жесткие, логичные и часто непредсказуемые последствия. Сюжет держит в напряжении, а второстепенные квесты прописаны лучше, чем главные истории во многих других играх. Дополнения — золото. «Каменные сердца» и «Кровь и вино» — это не просто DLC, это полноценные отдельные игры. Сюжет про Гюнтера о'Дима и вампирский детектив в Туссенте обязательны к прохождению. Глубокий геймплей. Боевка сочетает в себе грациозный танец с мечами, магические знаки и алхимию. Каждый контракт на монстра требует подготовки: чтения бестиария, варки масел и эликсиров. Гибкая прокачка. Отличная система навыков и мутаций позволяет собрать уникального Геральта: от смертоносного фехтовальщика до неуязвимого алхимика. Разнообразие. Охота на чудовищ, поиск скрытых сокровищ, политические интриги и, конечно же, сотни часов, проигранных в Гвинт. Итог: На ПК игра работает и выглядит великолепно. Если вы еще не играли — вы теряете лучший игровой опыт в своей жизни. Покупайте издание со всеми дополнениями, не пожалеете ни об одной потраченной минуте.",True,2026-05-31 17:14:43,russian,13421,"Шедевр на 10 10. Прошел эту игру на ПК вместе со всеми DLC, и это лучшее, что случалось со мной в гейминге. Ведьмак 3 устанавливает недосягаемую планку качества, до которой индустрия не может дотянуться до сих пор. Что делает эту игру великой Настоящий открытый мир. Огромный, бесшовный и невероятно разнообразный. Грязные болота Велена, живой Новиград, суровый Скеллиге, а благодаря дополнениям залитый солнцем, сказочный Туссент. Мир живет, дышит и выглядит потрясающе. Сюжет и реальный выбор. Здесь нет иллюзии выбора . Каждое решение имеет жесткие, логичные и часто непредсказуемые последствия. Сюжет держит в напряжении, а второстепенные квесты прописаны лучше, чем главные истории во многих других играх. Дополнения золото. Каменные сердца и Кровь и вино это не просто DLC, это полноценные отдельные игры. Сюжет про Гюнтера о'Дима и вампирский детектив в Туссенте обязательны к прохождению. Глубокий геймплей. Боевка сочетает в себе грациозный танец с мечами, магические знаки и алхимию. Каждый контракт на монстра требует подготовки чтения бестиария, варки масел и эликсиров. Гибкая прокачка. Отличная система навыков и мутаций позволяет собрать уникального Геральта от смертоносного фехтовальщика до неуязвимого алхимика. Разнообразие. Охота на чудовищ, поиск скрытых сокровищ, политические интриги и, конечно же, сотни часов, проигранных в Гвинт. Итог На ПК игра работает и выглядит великолепно. Если вы еще не играли вы теряете лучший игровой опыт в своей жизни. Покупайте издание со всеми дополнениями, не пожалеете ни об одной потраченной минуте.",russian,"A masterpiece for 10 10. I completed this game on PC along with all the DLC, and this is the best thing that happened to me in gaming. The Witcher 3 sets an unattainable bar of quality that the industry has not yet been able to reach. What makes this game great is a true open world. Huge, seamless and incredibly diverse. The muddy swamps of Velen, the vibrant Novigrad, the harsh Skellige, and thanks to the additions, the sun-drenched, fabulous Toussaint. The world lives, breathes and looks amazing. Plot and real choices. There is no illusion of choice here. Every decision has harsh, logical and often unpredictable consequences. The plot keeps you in suspense, and the side quests are written better than the main stories in many other games. Additions are gold. Hearts of Stone and Blood and Wine are not just DLC, they are full-fledged standalone games. The story about Gunther O'Dimm and the vampire detective story in Toussaint are a must-play. Deep gameplay. The combat combines graceful dance with swords, magical signs and alchemy. Each monster contract requires preparation of reading the bestiary, cooking oils and elixirs. Flexible pumping. An excellent system of skills and mutations allows you to create a unique Geralt, from a deadly swordsman to an invulnerable alchemist. Diversity. Hunting monsters, searching for hidden treasures, political intrigue and, of course, hundreds of hours played in Gwent. Bottom Line The game runs and looks great on PC. If you haven't played yet you are missing out on the best gaming experience of your life. Buy the edition with all the additions, you won’t regret a single minute spent."
The Witcher 3,RPG,"I know a lot of people love this game and many people even say it has the best story in gaming but I would be lying if I said anything like that. I think the story really is compelling and well designed but I can’t get over the combat. I cannot get the combat system down at all and it is just downright frustrating. It feels janky in a way I can’t describe but I just know that it feels off. I might give this one another chance since it has admittedly been a long time since I played this game but especially with how many people glaze this game, I can’t recommend it based on the experience that I had with it.",False,2026-05-13 18:41:38,english,1199,"I know a lot of people love this game and many people even say it has the best story in gaming but I would be lying if I said anything like that. I think the story really is compelling and well designed but I can t get over the combat. I cannot get the combat system down at all and it is just downright frustrating. It feels janky in a way I can t describe but I just know that it feels off. I might give this one another chance since it has admittedly been a long time since I played this game but especially with how many people glaze this game, I can t recommend it based on the experience that I had with it.",english,"I know a lot of people love this game and many people even say it has the best story in gaming but I would be lying if I said anything like that. I think the story really is compelling and well designed but I can t get over the combat. I cannot get the combat system down at all and it is just downright frustrating. It feels janky in a way I can t describe but I just know that it feels off. I might give this one another chance since it has admittedly been a long time since I played this game but especially with how many people glaze this game, I can t recommend it based on the experience that I had with it."
The Witcher 3,RPG,虽然骑马和战斗屎中屎，但在这游戏的剧情故事下都无伤大雅，希望4或者旧时曲能给杰洛特一个好结局吧，别搞拿前作主角死亡换新角色成长那套,True,2026-06-04 14:39:25,schinese,5855,虽然骑马和战斗屎中屎 但在这游戏的剧情故事下都无伤大雅 希望4或者旧时曲能给杰洛特一个好结局吧 别搞拿前作主角死亡换新角色成长那套,schinese,"Although horse riding and fighting are shit, they are insignificant given the story of this game. I hope 4 or Old Times can give Geralt a good ending. Don't make the death of the protagonist in the previous game a new character's growth."
The Witcher 3,RPG,"Esse jogo é tão bom que me fez chorar por saber que uma obra-prima dessas existe, me arrependo muito de ter enrolado pra jogar ele, vale muito a pena.",True,2026-05-23 03:17:33,brazilian,10587,"Esse jogo é tão bom que me fez chorar por saber que uma obra-prima dessas existe, me arrependo muito de ter enrolado pra jogar ele, vale muito a pena.",brazilian,"This game is so good that it made me cry to know that such a masterpiece exists, I really regret delaying playing it, it's so worth it."
The Witcher 3,RPG,"Boy oh boy where do I even begin. The Witcher 3: Wild Hunt... honey, my pookie bear. I have loved you ever since I first laid eyes on you. The way you drive into Novigrad and strike fear into your enemies eyes. Your silky smooth whirl around the enemies, and that gorgeous quen. I would do anything for you. I wish it were possible to freeze time so I would never have to watch you grow old. You had a rough upcoming, but you never gave up hope. You are even amazing at Gwent, you're a great game and story, sometimes I even call you the best game oat. I forvever dread and weep, thinking of the day you will one day come back as witcher 4. I would sacrifice my own life it were the only thing that could put a smile on your beautiful face. You have given me so much joy, and heartbreak over the years. I remember when I first left White Orchard and its like my heart got broken into a million pieces. But a tear still fell from my right eye when I watched you beat Eredin, because deep down, my glorious king deserved it. I just wanted you to return home. Then allas, you did, my sweet baby boy came home and I rejoiced. 2015 was a hard year for us baby, but in 2015 you made history happen. You beat Fallout 4 and I couldn't believe it. I was crying, bawling even, and I heard my glorious king exclaim these words, ""TEMERIA, THIS IS FOR YOU!"" Not only have you changed the game of RPGs and the world forever, but you've eternally changed my world. And now you're getting older, but still the goat, my goat. I love you pookie bear, my glorious king, The Witcher 3: Wild Hunt.☺️♥️🫶🏻",True,2026-05-12 00:03:41,polish,16415,"Boy oh boy where do I even begin. The Witcher 3 Wild Hunt... honey, my pookie bear. I have loved you ever since I first laid eyes on you. The way you drive into Novigrad and strike fear into your enemies eyes. Your silky smooth whirl around the enemies, and that gorgeous quen. I would do anything for you. I wish it were possible to freeze time so I would never have to watch you grow old. You had a rough upcoming, but you never gave up hope. You are even amazing at Gwent, you're a great game and story, sometimes I even call you the best game oat. I forvever dread and weep, thinking of the day you will one day come back as witcher 4. I would sacrifice my own life it were the only thing that could put a smile on your beautiful face. You have given me so much joy, and heartbreak over the years. I remember when I first left White Orchard and its like my heart got broken into a million pieces. But a tear still fell from my right eye when I watched you beat Eredin, because deep down, my glorious king deserved it. I just wanted you to return home. Then allas, you did, my sweet baby boy came home and I rejoiced. 2015 was a hard year for us baby, but in 2015 you made history happen. You beat Fallout 4 and I couldn't believe it. I was crying, bawling even, and I heard my glorious king exclaim these words, ""TEMERIA, THIS IS FOR YOU!"" Not only have you changed the game of RPGs and the world forever, but you've eternally changed my world. And now you're getting older, but still the goat, my goat. I love you pookie bear, my glorious king, The Witcher 3 Wild Hunt.",polish,"Boy oh boy where do I even begin. The Witcher 3 Wild Hunt... honey, my pookie bear. I have loved you ever since I first laid eyes on you. The way you drive into Novigrad and strike fear into your enemies eyes. Your silky smooth whirl around the enemies, and that gorgeous quen. I would do anything for you. I wish it were possible to freeze time so I would never have to watch you grow old. You had a rough upcoming, but you never gave up hope. You are even amazing at Gwent, you're a great game and story, sometimes I even call you the best game oat. I forvever dread and weep, thinking of the day you will one day come back as witcher 4. I would sacrifice my own life it were the only thing that could put a smile on your beautiful face. You have given me so much joy, and heartbreak over the years. I remember when I first left White Orchard and its like my heart got broken into a million pieces. But a tear still fell from my right eye when I watched you beat Eredin, because deep down, my glorious king deserved it. I just wanted you to return home. Then allas, you did, my sweet baby boy came home and I rejoiced. 2015 was a hard year for us baby, but in 2015 you made history happen. You beat Fallout 4 and I couldn't believe it. I was crying, bawling even, and I heard my glorious king exclaim these words, ""TEMERIA, THIS IS FOR YOU!"" Not only have you changed the game of RPGs and the world forever, but you've eternally changed my world. And now you're getting older, but still the goat, my goat. I love you pookie bear, my glorious king, The Witcher 3 Wild Hunt."
The Witcher 3,RPG,"旧游补评1 游玩时期：2018
巫师3是我在steam上玩的第一部3A，也是最喜欢的一部。游戏的世界观相当黑深残，如今虽只能回想起昏暗的天空、随时冒头的食人魔和把主角当痰盂的路人，但当我看着杰洛特在本体和石之心历经磨难，第一次在星空下的陶森特策马奔驰时，那种感动毕生难忘。",True,2026-05-11 22:51:58,schinese,11163,旧游补评1 游玩时期 2018 巫师3是我在steam上玩的第一部3A 也是最喜欢的一部 游戏的世界观相当黑深残 如今虽只能回想起昏暗的天空 随时冒头的食人魔和把主角当痰盂的路人 但当我看着杰洛特在本体和石之心历经磨难 第一次在星空下的陶森特策马奔驰时 那种感动毕生难忘,schinese,"Old game supplementary review 1 Play period 2018 The Witcher 3 is the first AAA game I played on Steam and my favorite one. The world view of the game is quite dark and sad. Although I can only recall the dark sky, the ogres that appear at any time and the passers-by who treat the protagonist as a spittoon, but when I watched Geralt go through hardships in the original body and Heart of Stone, and the first time he galloped in Toussaint under the stars, the feeling was unforgettable."
The Witcher 3,RPG,"Bardzo dobra gra jak zobaczyłem ume to mi żołnierz stanoł na baczność 
Ocena 10/10",True,2026-05-18 10:23:14,polish,6899,Bardzo dobra gra jak zobaczyłem ume to mi żołnierz stanoł na baczność Ocena 10 10,polish,"Very good game, when I saw the ume, a soldier stood at attention. Rating 10 10"
The Witcher 3,RPG,"De lo mejor que jugué en mi vida.
y larga vida a los mods que le dio un gran plus para más placer",True,2026-05-17 00:04:58,spanish,15999,De lo mejor que jugué en mi vida. y larga vida a los mods que le dio un gran plus para más placer,spanish,One of the best I played in my life. and long life to the mods that gave a great plus for more pleasure
